Rapid Ronin Transactions,Fast Ronin Transactions,Standard Ronin Transactions,Slow Ronin Transactions,Rapid Deposit ETH,Fast Deposit ETH,Standard Deposit ETH,Slow Deposit ETH,Rapid Withdraw ETH,Fast Withdraw ETH,Standard Withdraw ETH,Slow Withdraw ETH,Rapid Deposit AXS,Fast Deposit AXS,Standard Deposit AXS,Slow Deposit AXS,Rapid Withdraw AXS,Fast Withdraw AXS,Standard Withdraw AXS,Slow Withdraw AXS,Rapid Deposit SLP,Fast Deposit SLP,Standard Deposit SLP,Slow Deposit SLP,Rapid Withdraw SLP,Fast Withdraw SLP,Standard Withdraw SLP,Slow Withdraw SLP,Rapid Ethereum: Send ETH,Fast Ethereum: Send ETH,Standard Ethereum: Send ETH,Slow Ethereum: Send ETH,Rapid Ethereum: Send AXS,Fast Ethereum: Send AXS,Standard Ethereum: Send AXS,Slow Ethereum: Send AXS,Rapid Ethereum: Send SLP,Fast Ethereum: Send SLP,Standard Ethereum: Send SLP,Slow Ethereum: Send SLP,DT_HR
$0,$0,$0,$0,$90.65,$74.9,$74.37,$74.37,$114.58,$94.68,$94,$94,$80.44,$66.47,$65.99,$65.99,$101.86,$84.16,$83.56,$83.56,$80.42,$66.45,$65.98,$65.98,$106.52,$88.02,$87.39,$87.39,$11.63,$9.61,$9.54,$9.54,$19.69,$16.27,$16.15,$16.15,$20.54,$16.97,$16.85,$16.85,27/08/2021 18:09:53
$0,$0,$0,$0,$85.2,$73.34,$72.8,$72.8,$107.7,$92.7,$92.02,$92.02,$75.61,$65.08,$64.61,$64.61,$95.74,$82.4,$81.8,$81.8,$75.59,$65.06,$64.59,$64.59,$100.12,$86.18,$85.55,$85.55,$10.93,$9.4,$9.34,$9.34,$18.51,$15.93,$15.81,$15.81,$19.3,$16.61,$16.49,$16.49,27/08/2021 18:11:07
$0,$0,$0,$0,$79.64,$63.69,$63.16,$63.16,$100.67,$80.51,$79.83,$79.83,$70.67,$56.52,$56.05,$56.05,$89.49,$71.57,$70.96,$70.96,$70.66,$56.51,$56.03,$56.03,$93.59,$74.85,$74.22,$74.22,$10.21,$8.17,$8.1,$8.1,$17.3,$13.83,$13.72,$13.72,$18.04,$14.43,$14.31,$14.31,27/08/2021 18:12:19
$0,$0,$0,$0,$89.54,$71.83,$70.76,$70.76,$113.18,$90.8,$89.44,$89.44,$79.46,$63.75,$62.79,$62.79,$100.61,$80.71,$79.51,$79.51,$79.44,$63.73,$62.78,$62.78,$105.22,$84.41,$83.15,$83.15,$11.48,$9.21,$9.07,$9.07,$19.45,$15.6,$15.37,$15.37,$20.29,$16.27,$16.03,$16.03,27/08/2021 18:13:30
$0,$0,$0,$0,$98.57,$80.78,$79.71,$79.71,$124.59,$102.11,$100.75,$100.75,$87.47,$71.69,$70.73,$70.73,$110.75,$90.77,$89.56,$89.56,$87.45,$71.67,$70.71,$70.71,$115.83,$94.93,$93.66,$93.66,$12.64,$10.36,$10.22,$10.22,$21.41,$17.55,$17.31,$17.31,$22.33,$18.3,$18.06,$18.06,27/08/2021 18:14:43
$0,$0,$0,$0,$99.09,$81.31,$80.78,$80.78,$125.25,$102.78,$102.1,$102.1,$87.94,$72.16,$71.68,$71.68,$111.34,$91.36,$90.76,$90.76,$87.91,$72.14,$71.66,$71.66,$116.45,$95.55,$94.92,$94.92,$12.71,$10.43,$10.36,$10.36,$21.52,$17.66,$17.54,$17.54,$22.45,$18.42,$18.3,$18.3,27/08/2021 18:15:53
$0,$0,$0,$0,$87.14,$76.26,$75.72,$75.72,$110.15,$96.39,$95.71,$95.71,$77.33,$67.67,$67.2,$67.2,$97.91,$85.68,$85.08,$85.08,$77.31,$67.65,$67.18,$67.18,$102.4,$89.61,$88.98,$88.98,$11.18,$9.78,$9.71,$9.71,$18.93,$16.56,$16.45,$16.45,$19.74,$17.28,$17.15,$17.15,27/08/2021 18:17:05
$0,$0,$0,$0,$77.14,$65.36,$64.82,$64.82,$97.51,$82.61,$81.93,$81.93,$68.46,$58,$57.52,$57.52,$86.68,$73.43,$72.83,$72.83,$68.44,$57.98,$57.51,$57.51,$90.65,$76.8,$76.17,$76.17,$9.89,$8.38,$8.31,$8.31,$16.75,$14.19,$14.08,$14.08,$17.48,$14.81,$14.68,$14.68,27/08/2021 18:18:17
$0,$0,$0,$0,$76.12,$62.58,$62.04,$62.04,$96.21,$79.1,$78.42,$78.42,$67.55,$55.53,$55.06,$55.06,$85.52,$70.31,$69.71,$69.71,$67.53,$55.52,$55.04,$55.04,$89.44,$73.54,$72.91,$72.91,$9.76,$8.02,$7.96,$7.96,$16.53,$13.59,$13.47,$13.47,$17.24,$14.18,$14.06,$14.06,27/08/2021 18:19:26
$0,$0,$0,$0,$70.85,$62.2,$61.66,$61.66,$89.55,$78.62,$77.94,$77.94,$62.87,$55.2,$54.72,$54.72,$79.61,$69.89,$69.29,$69.29,$62.85,$55.18,$54.71,$54.71,$83.25,$73.09,$72.46,$72.46,$9.09,$7.98,$7.91,$7.91,$15.39,$13.51,$13.39,$13.39,$16.05,$14.09,$13.97,$13.97,27/08/2021 18:20:37
$0,$0,$0,$0,$73.46,$58.45,$57.91,$57.91,$92.86,$73.88,$73.2,$73.2,$65.19,$51.87,$51.39,$51.39,$82.54,$65.67,$65.07,$65.07,$65.17,$51.85,$51.38,$51.38,$86.33,$68.68,$68.05,$68.05,$9.42,$7.5,$7.43,$7.43,$15.96,$12.69,$12.58,$12.58,$16.64,$13.24,$13.12,$13.12,27/08/2021 18:21:46
$0,$0,$0,$0,$76.8,$65.54,$65,$65,$97.08,$82.84,$82.17,$82.17,$68.16,$58.16,$57.69,$57.69,$86.3,$73.64,$73.04,$73.04,$68.14,$58.15,$57.67,$57.67,$90.25,$77.02,$76.39,$76.39,$9.85,$8.41,$8.34,$8.34,$16.68,$14.23,$14.12,$14.12,$17.4,$14.85,$14.73,$14.73,27/08/2021 18:22:58
$0,$0,$0,$0,$73.54,$70.84,$70.3,$70.3,$92.96,$89.54,$88.86,$88.86,$65.26,$62.86,$62.38,$62.38,$82.63,$79.59,$78.99,$78.99,$65.24,$62.85,$62.37,$62.37,$86.42,$83.24,$82.61,$82.61,$9.43,$9.08,$9.02,$9.02,$15.97,$15.39,$15.27,$15.27,$16.66,$16.05,$15.93,$15.93,27/08/2021 18:24:06
$0,$0,$0,$0,$73.26,$50.88,$50.34,$50.34,$92.6,$64.31,$63.63,$63.63,$65.01,$45.15,$44.67,$44.67,$82.31,$57.16,$56.56,$56.56,$64.99,$45.14,$44.66,$44.66,$86.09,$59.79,$59.15,$59.15,$9.39,$6.52,$6.46,$6.46,$15.91,$11.05,$10.93,$10.93,$16.6,$11.53,$11.4,$11.4,27/08/2021 18:25:21
$0,$0,$0,$0,$51.56,$44.34,$43.8,$43.8,$65.17,$56.05,$55.37,$55.37,$45.76,$39.35,$38.87,$38.87,$57.94,$49.82,$49.22,$49.22,$45.74,$39.34,$38.86,$38.86,$60.59,$52.11,$51.48,$51.48,$6.61,$5.69,$5.62,$5.62,$11.2,$9.63,$9.51,$9.51,$11.68,$10.05,$9.92,$9.92,27/08/2021 18:26:33
$0,$0,$0,$0,$60.62,$48.8,$48.26,$48.26,$76.63,$61.68,$61,$61,$53.8,$43.3,$42.83,$42.83,$68.12,$54.83,$54.23,$54.23,$53.78,$43.29,$42.82,$42.82,$71.24,$57.34,$56.71,$56.71,$7.77,$6.26,$6.19,$6.19,$13.17,$10.6,$10.48,$10.48,$13.73,$11.06,$10.93,$10.93,27/08/2021 18:27:49
$0,$0,$0,$0,$57.86,$43.7,$43.17,$43.17,$73.14,$55.24,$54.56,$54.56,$51.35,$38.78,$38.31,$38.31,$65.01,$49.11,$48.5,$48.5,$51.33,$38.77,$38.3,$38.3,$68,$51.36,$50.73,$50.73,$7.42,$5.6,$5.54,$5.54,$12.57,$9.49,$9.38,$9.38,$13.11,$9.9,$9.78,$9.78,27/08/2021 18:28:59
$0,$0,$0,$0,$79.21,$52.03,$51.5,$51.5,$100.12,$65.77,$65.09,$65.09,$70.29,$46.17,$45.7,$45.7,$89,$58.46,$57.86,$57.86,$70.27,$46.16,$45.69,$45.69,$93.08,$61.14,$60.51,$60.51,$10.16,$6.67,$6.6,$6.6,$17.2,$11.3,$11.18,$11.18,$17.94,$11.79,$11.67,$11.67,27/08/2021 18:30:09
$0,$0,$0,$0,$55.66,$47.01,$46.48,$46.48,$70.35,$59.42,$58.75,$58.75,$49.39,$41.72,$41.24,$41.24,$62.54,$52.82,$52.22,$52.22,$49.38,$41.71,$41.23,$41.23,$65.4,$55.24,$54.61,$54.61,$7.14,$6.03,$5.96,$5.96,$12.09,$10.21,$10.09,$10.09,$12.61,$10.65,$10.53,$10.53,27/08/2021 18:31:18
$0,$0,$0,$0,$42.82,$41.22,$40.68,$40.68,$54.13,$52.1,$51.42,$51.42,$38,$36.58,$36.1,$36.1,$48.12,$46.31,$45.71,$45.71,$37.99,$36.57,$36.09,$36.09,$50.32,$48.43,$47.81,$47.81,$5.49,$5.29,$5.22,$5.22,$9.3,$8.95,$8.84,$8.84,$9.7,$9.34,$9.22,$9.22,27/08/2021 18:32:26
$0,$0,$0,$0,$51.39,$40.69,$40.15,$40.15,$64.96,$51.43,$50.75,$50.75,$45.61,$36.11,$35.63,$35.63,$57.75,$45.72,$45.12,$45.12,$45.6,$36.1,$35.62,$35.62,$60.4,$47.81,$47.18,$47.18,$6.59,$5.22,$5.15,$5.15,$11.16,$8.84,$8.72,$8.72,$11.64,$9.22,$9.1,$9.1,27/08/2021 18:33:35
$0,$0,$0,$0,$65.33,$47.66,$47.12,$47.12,$82.57,$60.24,$59.56,$59.56,$57.97,$42.29,$41.82,$41.82,$73.4,$53.55,$52.95,$52.95,$57.96,$42.28,$41.81,$41.81,$76.77,$56,$55.37,$55.37,$8.38,$6.11,$6.04,$6.04,$14.19,$10.35,$10.23,$10.23,$14.8,$10.8,$10.68,$10.68,27/08/2021 18:34:46
$0,$0,$0,$0,$63.77,$59.5,$58.96,$58.96,$80.61,$75.21,$74.53,$74.53,$56.59,$52.8,$52.32,$52.32,$71.66,$66.85,$66.25,$66.25,$56.58,$52.79,$52.31,$52.31,$74.94,$69.92,$69.29,$69.29,$8.18,$7.63,$7.56,$7.56,$13.85,$12.92,$12.81,$12.81,$14.45,$13.48,$13.36,$13.36,27/08/2021 18:35:58
$0,$0,$0,$0,$66.04,$57.35,$56.82,$56.82,$83.47,$72.49,$71.82,$71.82,$58.6,$50.9,$50.42,$50.42,$74.2,$64.44,$63.84,$63.84,$58.59,$50.88,$50.41,$50.41,$77.6,$67.4,$66.77,$66.77,$8.47,$7.36,$7.29,$7.29,$14.34,$12.46,$12.34,$12.34,$14.96,$12.99,$12.87,$12.87,27/08/2021 18:37:06
$0,$0,$0,$0,$70.23,$47.17,$46.64,$46.64,$88.77,$59.63,$58.95,$58.95,$62.32,$41.86,$41.39,$41.39,$78.91,$53.01,$52.4,$52.4,$62.3,$41.85,$41.38,$41.38,$82.52,$55.44,$54.81,$54.81,$9.01,$6.05,$5.98,$5.98,$15.25,$10.25,$10.13,$10.13,$15.91,$10.69,$10.57,$10.57,27/08/2021 18:38:18
$0,$0,$0,$0,$46.65,$45.55,$45.01,$45.01,$58.97,$57.57,$56.89,$56.89,$41.4,$40.42,$39.94,$39.94,$52.42,$51.18,$50.58,$50.58,$41.39,$40.41,$39.93,$39.93,$54.82,$53.52,$52.89,$52.89,$5.98,$5.84,$5.77,$5.77,$10.13,$9.89,$9.78,$9.78,$10.57,$10.32,$10.2,$10.2,27/08/2021 18:39:30
$0,$0,$0,$0,$63.33,$50.45,$49.91,$49.91,$80.05,$63.77,$63.09,$63.09,$56.2,$44.77,$44.29,$44.29,$71.16,$56.68,$56.08,$56.08,$56.18,$44.76,$44.28,$44.28,$74.42,$59.28,$58.65,$58.65,$8.12,$6.47,$6.4,$6.4,$13.75,$10.96,$10.84,$10.84,$14.35,$11.43,$11.31,$11.31,27/08/2021 18:40:44
$0,$0,$0,$0,$52.9,$46.47,$45.94,$45.94,$66.87,$58.74,$58.06,$58.06,$46.94,$41.24,$40.76,$40.76,$59.44,$52.22,$51.62,$51.62,$46.93,$41.23,$40.75,$40.75,$62.16,$54.61,$53.98,$53.98,$6.78,$5.96,$5.89,$5.89,$11.49,$10.09,$9.98,$9.98,$11.98,$10.53,$10.41,$10.41,27/08/2021 18:41:58
$0,$0,$0,$0,$43.79,$40.99,$40.46,$40.46,$55.36,$51.81,$51.14,$51.14,$38.86,$36.38,$35.9,$35.9,$49.21,$46.06,$45.46,$45.46,$38.85,$36.37,$35.89,$35.89,$51.46,$48.17,$47.54,$47.54,$5.62,$5.26,$5.19,$5.19,$9.51,$8.9,$8.79,$8.79,$9.92,$9.29,$9.17,$9.17,27/08/2021 18:43:13
$0,$0,$0,$0,$56.54,$42.64,$41.98,$41.98,$71.46,$53.89,$53.06,$53.06,$50.17,$37.84,$37.25,$37.25,$63.52,$47.91,$47.17,$47.17,$50.16,$37.83,$37.24,$37.24,$66.44,$50.1,$49.33,$49.33,$7.25,$5.47,$5.38,$5.38,$12.28,$9.26,$9.12,$9.12,$12.81,$9.66,$9.51,$9.51,27/08/2021 18:44:23
$0,$0,$0,$0,$53.62,$43.47,$42.94,$42.94,$67.77,$54.95,$54.27,$54.27,$47.58,$38.58,$38.1,$38.1,$60.25,$48.85,$48.24,$48.24,$47.57,$38.57,$38.09,$38.09,$63.01,$51.09,$50.46,$50.46,$6.88,$5.58,$5.51,$5.51,$11.65,$9.44,$9.33,$9.33,$12.15,$9.85,$9.73,$9.73,27/08/2021 18:45:32
$0,$0,$0,$0,$42.06,$40.25,$39.72,$39.72,$53.17,$50.88,$50.2,$50.2,$37.33,$35.72,$35.24,$35.24,$47.26,$45.23,$44.63,$44.63,$37.32,$35.71,$35.24,$35.24,$49.43,$47.3,$46.67,$46.67,$5.39,$5.16,$5.09,$5.09,$9.14,$8.74,$8.63,$8.63,$9.53,$9.12,$9,$9,27/08/2021 18:46:41
$0,$0,$0,$0,$40.76,$34.38,$33.85,$33.85,$51.51,$43.46,$42.78,$42.78,$36.17,$30.51,$30.04,$30.04,$45.79,$38.63,$38.03,$38.03,$36.16,$30.5,$30.03,$30.03,$47.89,$40.4,$39.77,$39.77,$5.23,$4.41,$4.34,$4.34,$8.85,$7.47,$7.35,$7.35,$9.23,$7.79,$7.67,$7.67,27/08/2021 18:47:49
$0,$0,$0,$0,$60.03,$42.22,$41.68,$41.68,$75.87,$53.36,$52.69,$52.69,$53.27,$37.47,$36.99,$36.99,$67.45,$47.44,$46.84,$46.84,$53.25,$37.46,$36.98,$36.98,$70.54,$49.61,$48.98,$48.98,$7.7,$5.41,$5.35,$5.35,$13.04,$9.17,$9.05,$9.05,$13.6,$9.56,$9.44,$9.44,27/08/2021 18:49:01
$0,$0,$0,$0,$64.29,$43.11,$42.58,$42.58,$81.26,$54.49,$53.82,$53.82,$57.05,$38.26,$37.78,$37.78,$72.23,$48.44,$47.84,$47.84,$57.03,$38.25,$37.77,$37.77,$75.54,$50.66,$50.03,$50.03,$8.24,$5.53,$5.46,$5.46,$13.96,$9.36,$9.25,$9.25,$14.56,$9.77,$9.65,$9.65,27/08/2021 18:50:17
$0,$0,$0,$0,$48.77,$37.17,$36.63,$36.63,$61.64,$46.98,$46.3,$46.3,$43.28,$32.98,$32.51,$32.51,$54.79,$41.76,$41.16,$41.16,$43.26,$32.97,$32.5,$32.5,$57.31,$43.68,$43.05,$43.05,$6.25,$4.77,$4.7,$4.7,$10.59,$8.07,$7.96,$7.96,$11.05,$8.42,$8.3,$8.3,27/08/2021 18:51:32
$0,$0,$0,$0,$57.38,$44.25,$43.71,$43.71,$72.53,$55.93,$55.25,$55.25,$50.92,$39.27,$38.79,$38.79,$64.47,$49.72,$49.12,$49.12,$50.91,$39.26,$38.78,$38.78,$67.43,$52,$51.37,$51.37,$7.36,$5.67,$5.61,$5.61,$12.46,$9.61,$9.49,$9.49,$13,$10.02,$9.9,$9.9,27/08/2021 18:52:44
$0,$0,$0,$0,$53.69,$45.13,$44.59,$44.59,$67.86,$57.04,$56.36,$56.36,$47.64,$40.05,$39.57,$39.57,$60.33,$50.71,$50.1,$50.1,$47.63,$40.04,$39.56,$39.56,$63.09,$53.03,$52.4,$52.4,$6.89,$5.79,$5.72,$5.72,$11.66,$9.8,$9.68,$9.68,$12.16,$10.22,$10.1,$10.1,27/08/2021 18:53:53
$0,$0,$0,$0,$51.5,$39.7,$39.16,$39.16,$65.1,$50.18,$49.5,$49.5,$45.71,$35.23,$34.76,$34.76,$57.87,$44.61,$44.01,$44.01,$45.69,$35.22,$34.75,$34.75,$60.52,$46.65,$46.02,$46.02,$6.6,$5.09,$5.02,$5.02,$11.19,$8.62,$8.51,$8.51,$11.67,$8.99,$8.87,$8.87,27/08/2021 18:55:06
$0,$0,$0,$0,$57.4,$39.16,$38.63,$38.63,$72.55,$49.5,$48.82,$48.82,$50.94,$34.75,$34.28,$34.28,$64.5,$44,$43.4,$43.4,$50.93,$34.74,$34.27,$34.27,$67.45,$46.02,$45.39,$45.39,$7.36,$5.02,$4.95,$4.95,$12.47,$8.51,$8.39,$8.39,$13,$8.87,$8.75,$8.75,27/08/2021 18:56:19
$0,$0,$0,$0,$45.06,$33.75,$32.65,$32.65,$56.95,$42.66,$41.27,$41.27,$39.98,$29.95,$28.98,$28.98,$50.63,$37.92,$36.69,$36.69,$39.97,$29.94,$28.97,$28.97,$52.95,$39.66,$38.37,$38.37,$5.78,$4.33,$4.19,$4.19,$9.79,$7.33,$7.09,$7.09,$10.21,$7.65,$7.4,$7.4,27/08/2021 18:57:30
$0,$0,$0,$0,$56.57,$42.99,$41.33,$41.33,$71.5,$54.34,$52.24,$52.24,$50.2,$38.15,$36.67,$36.67,$63.56,$48.31,$46.44,$46.44,$50.19,$38.14,$36.66,$36.66,$66.48,$50.52,$48.56,$48.56,$7.25,$5.51,$5.3,$5.3,$12.29,$9.34,$8.98,$8.98,$12.82,$9.74,$9.36,$9.36,27/08/2021 18:58:39
$0,$0,$0,$0,$57.42,$45.15,$44.62,$44.62,$72.58,$57.07,$56.4,$56.4,$50.95,$40.07,$39.59,$39.59,$64.52,$50.74,$50.13,$50.13,$50.94,$40.06,$39.58,$39.58,$67.47,$53.06,$52.43,$52.43,$7.36,$5.79,$5.72,$5.72,$12.47,$9.81,$9.69,$9.69,$13.01,$10.23,$10.11,$10.11,27/08/2021 18:59:48
$0,$0,$0,$0,$66,$56.34,$55.81,$55.81,$83.43,$71.22,$70.54,$70.54,$58.57,$50,$49.52,$49.52,$74.16,$63.31,$62.71,$62.71,$58.56,$49.99,$49.51,$49.51,$77.56,$66.21,$65.58,$65.58,$8.46,$7.23,$7.16,$7.16,$14.34,$12.24,$12.12,$12.12,$14.95,$12.76,$12.64,$12.64,27/08/2021 19:00:57
$0,$0,$0,$0,$68.69,$63.86,$62.78,$62.78,$86.82,$80.72,$79.36,$79.36,$60.95,$56.67,$55.72,$55.72,$77.18,$71.75,$70.55,$70.55,$60.94,$56.65,$55.7,$55.7,$80.72,$75.04,$73.78,$73.78,$8.81,$8.19,$8.05,$8.05,$14.92,$13.87,$13.64,$13.64,$15.56,$14.47,$14.22,$14.22,27/08/2021 19:02:06
$0,$0,$0,$0,$108.36,$100.91,$100.37,$100.37,$136.97,$127.55,$126.87,$126.87,$96.16,$89.55,$89.07,$89.07,$121.76,$113.38,$112.78,$112.78,$96.14,$89.53,$89.05,$89.05,$127.34,$118.58,$117.95,$117.95,$13.9,$12.94,$12.87,$12.87,$23.54,$21.92,$21.8,$21.8,$24.55,$22.86,$22.74,$22.74,27/08/2021 19:03:17
$0,$0,$0,$0,$108.33,$100.82,$100.28,$100.28,$136.92,$127.43,$126.75,$126.75,$96.13,$89.47,$88.99,$88.99,$121.72,$113.28,$112.68,$112.68,$96.1,$89.44,$88.97,$88.97,$127.3,$118.47,$117.84,$117.84,$13.89,$12.93,$12.86,$12.86,$23.53,$21.9,$21.78,$21.78,$24.54,$22.84,$22.72,$22.72,27/08/2021 19:04:29
$0,$0,$0,$0,$115.75,$115.22,$114.68,$114.68,$146.31,$145.63,$144.96,$144.96,$102.72,$102.25,$101.77,$101.77,$130.06,$129.46,$128.86,$128.86,$102.69,$102.22,$101.74,$101.74,$136.02,$135.39,$134.76,$134.76,$14.84,$14.78,$14.71,$14.71,$25.14,$25.02,$24.91,$24.91,$26.22,$26.1,$25.98,$25.98,27/08/2021 19:05:43
$0,$0,$0,$0,$107.69,$95.76,$95.22,$95.22,$136.12,$121.04,$120.36,$120.36,$95.57,$84.98,$84.5,$84.5,$121.01,$107.6,$106.99,$106.99,$95.54,$84.95,$84.48,$84.48,$126.55,$112.53,$111.9,$111.9,$13.81,$12.28,$12.21,$12.21,$23.39,$20.8,$20.68,$20.68,$24.4,$21.69,$21.57,$21.57,27/08/2021 19:06:55
$0,$0,$0,$0,$115.44,$95.93,$95.25,$95.25,$145.91,$121.26,$120.39,$120.39,$102.44,$85.13,$84.52,$84.52,$129.71,$107.79,$107.02,$107.02,$102.41,$85.11,$84.5,$84.5,$135.65,$112.73,$111.92,$111.92,$14.8,$12.3,$12.21,$12.21,$25.07,$20.84,$20.69,$20.69,$26.15,$21.73,$21.58,$21.58,27/08/2021 19:08:09
$0,$0,$0,$0,$136.44,$118.13,$117.59,$117.59,$172.46,$149.31,$148.63,$148.63,$121.08,$104.83,$104.35,$104.35,$153.3,$132.73,$132.13,$132.13,$121.04,$104.8,$104.32,$104.32,$160.33,$138.81,$138.18,$138.18,$17.5,$15.15,$15.08,$15.08,$29.63,$25.66,$25.54,$25.54,$30.91,$26.76,$26.64,$26.64,27/08/2021 19:09:22
$0,$0,$0,$0,$128.62,$104.5,$103.97,$103.97,$162.57,$132.09,$131.41,$131.41,$114.14,$92.74,$92.26,$92.26,$144.52,$117.42,$116.82,$116.82,$114.11,$92.71,$92.24,$92.24,$151.14,$122.8,$122.17,$122.17,$16.49,$13.4,$13.33,$13.33,$27.94,$22.7,$22.58,$22.58,$29.14,$23.67,$23.55,$23.55,27/08/2021 19:10:34
$0,$0,$0,$0,$124.7,$112.53,$111.99,$111.99,$157.62,$142.24,$141.56,$141.56,$110.66,$99.86,$99.39,$99.39,$140.12,$126.44,$125.84,$125.84,$110.64,$99.84,$99.36,$99.36,$146.54,$132.24,$131.61,$131.61,$15.99,$14.43,$14.36,$14.36,$27.08,$24.44,$24.32,$24.32,$28.25,$25.49,$25.37,$25.37,27/08/2021 19:11:43
$0,$0,$0,$0,$95.91,$93.9,$93.36,$93.36,$121.23,$118.68,$118.01,$118.01,$85.11,$83.32,$82.85,$82.85,$107.77,$105.5,$104.9,$104.9,$85.09,$83.3,$82.83,$82.83,$112.71,$110.34,$109.71,$109.71,$12.3,$12.04,$11.97,$11.97,$20.83,$20.39,$20.28,$20.28,$21.73,$21.27,$21.15,$21.15,27/08/2021 19:12:52
$0,$0,$0,$0,$107.48,$72.72,$72.19,$72.19,$135.85,$91.92,$91.24,$91.24,$95.38,$64.53,$64.06,$64.06,$120.76,$81.71,$81.11,$81.11,$95.35,$64.52,$64.04,$64.04,$126.3,$85.45,$84.83,$84.83,$13.78,$9.33,$9.26,$9.26,$23.34,$15.79,$15.68,$15.68,$24.35,$16.47,$16.35,$16.35,27/08/2021 19:14:05
$0,$0,$0,$0,$86.52,$63.02,$62.49,$62.49,$109.36,$79.66,$78.98,$78.98,$76.78,$55.93,$55.45,$55.45,$97.22,$70.81,$70.21,$70.21,$76.76,$55.91,$55.44,$55.44,$101.67,$74.06,$73.43,$73.43,$11.1,$8.08,$8.01,$8.01,$18.79,$13.69,$13.57,$13.57,$19.6,$14.28,$14.16,$14.16,27/08/2021 19:15:14
$0,$0,$0,$0,$58.23,$56.09,$55.56,$55.56,$73.6,$70.9,$70.22,$70.22,$51.67,$49.78,$49.3,$49.3,$65.43,$63.03,$62.43,$62.43,$51.66,$49.76,$49.29,$49.29,$68.43,$65.91,$65.29,$65.29,$7.47,$7.19,$7.12,$7.12,$12.65,$12.18,$12.07,$12.07,$13.19,$12.71,$12.59,$12.59,27/08/2021 19:16:23
$0,$0,$0,$0,$72.69,$52.91,$52.37,$52.37,$91.88,$66.88,$66.2,$66.2,$64.51,$46.95,$46.48,$46.48,$81.67,$59.45,$58.85,$58.85,$64.49,$46.94,$46.47,$46.47,$85.42,$62.17,$61.55,$61.55,$9.32,$6.78,$6.72,$6.72,$15.79,$11.49,$11.38,$11.38,$16.47,$11.99,$11.87,$11.87,27/08/2021 19:17:34
$0,$0,$0,$0,$64.77,$44.74,$44.21,$44.21,$81.86,$56.55,$55.88,$55.88,$57.47,$39.71,$39.23,$39.23,$72.77,$50.27,$49.67,$49.67,$57.46,$39.7,$39.22,$39.22,$76.11,$52.58,$51.95,$51.95,$8.31,$5.74,$5.67,$5.67,$14.07,$9.72,$9.6,$9.6,$14.67,$10.14,$10.02,$10.02,27/08/2021 19:18:44
$0,$0,$0,$0,$69.41,$55.61,$55.08,$55.08,$87.74,$70.3,$69.62,$69.62,$61.6,$49.35,$48.88,$48.88,$77.99,$62.49,$61.89,$61.89,$61.58,$49.34,$48.87,$48.87,$81.57,$65.35,$64.73,$64.73,$8.9,$7.13,$7.06,$7.06,$15.08,$12.08,$11.96,$11.96,$15.73,$12.6,$12.48,$12.48,27/08/2021 19:19:56
$0,$0,$0,$0,$44.86,$41.6,$41.06,$41.06,$56.7,$52.58,$51.9,$51.9,$39.81,$36.91,$36.44,$36.44,$50.4,$46.74,$46.14,$46.14,$39.8,$36.9,$36.43,$36.43,$52.71,$48.88,$48.25,$48.25,$5.75,$5.33,$5.27,$5.27,$9.74,$9.03,$8.92,$8.92,$10.16,$9.42,$9.3,$9.3,27/08/2021 19:21:13
$0,$0,$0,$0,$74.95,$52.35,$51.81,$51.81,$94.74,$66.17,$65.49,$65.49,$66.52,$46.45,$45.98,$45.98,$84.22,$58.82,$58.22,$58.22,$66.5,$46.44,$45.97,$45.97,$88.08,$61.51,$60.89,$60.89,$9.61,$6.71,$6.64,$6.64,$16.28,$11.37,$11.25,$11.25,$16.98,$11.86,$11.74,$11.74,27/08/2021 19:22:26
$0,$0,$0,$0,$51.37,$47.57,$47.03,$47.03,$64.93,$60.13,$59.45,$59.45,$45.59,$42.21,$41.74,$41.74,$57.72,$53.45,$52.85,$52.85,$45.58,$42.2,$41.73,$41.73,$60.37,$55.9,$55.27,$55.27,$6.59,$6.1,$6.03,$6.03,$11.16,$10.33,$10.22,$10.22,$11.64,$10.78,$10.66,$10.66,27/08/2021 19:23:41
$0,$0,$0,$0,$68.77,$51.75,$51.22,$51.22,$86.93,$65.41,$64.74,$64.74,$61.03,$45.92,$45.45,$45.45,$77.28,$58.15,$57.55,$57.55,$61.02,$45.91,$45.44,$45.44,$80.82,$60.81,$60.18,$60.18,$8.82,$6.64,$6.57,$6.57,$14.94,$11.24,$11.12,$11.12,$15.58,$11.72,$11.6,$11.6,27/08/2021 19:24:51
$0,$0,$0,$0,$46.4,$39.9,$38.89,$38.89,$58.65,$50.43,$49.16,$49.16,$41.18,$35.4,$34.51,$34.51,$52.14,$44.83,$43.7,$43.7,$41.17,$35.4,$34.51,$34.51,$54.53,$46.88,$45.7,$45.7,$5.95,$5.12,$4.99,$4.99,$10.08,$8.67,$8.45,$8.45,$10.51,$9.04,$8.81,$8.81,27/08/2021 19:26:05
